Approach,Category,MAE Mean,MAE Std,RMSE Mean,RMSE Std,RMSE CI95 Low,RMSE CI95 High,MASE Mean,Training Time Mean (s),Run Success Rate,RMSE p-value vs Best
Exponential Smoothing,exponential_smoothing,58.17696924521741,0.0,67.33144129252936,0.0,67.33144129252936,67.33144129252936,30.44136804049133,0.447620153427124,1.0,
Tree-Based (XGBoost),tree,0.3516951425581684,0.0,0.4410363604034135,0.0,0.4410363604034135,0.4410363604034135,0.18402610881188852,79.81149673461914,1.0,1.0
